,#,Tháng,Số điểm cháy
0,1,1,19
1,2,2,128
2,3,3,12
3,4,4,68
4,5,5,100
5,6,6,34
6,7,7,15
7,8,8,5
8,9,9,19
9,10,10,68
10,11,11,21
11,12,12,101
