,#,Tên huyện,Số điểm cháy
0,1,Đông Hà,34
1,2,Hướng Hóa,2895
2,3,Gio Linh,114
3,4,Đa Krông,1216
4,5,TX. Quảng Trị,9
5,6,Hải Lăng,392
6,7,Triệu Phong,139
7,8,Cam Lộ,186
8,9,Vĩnh Linh,408
