,#,Tên huyện,Số điểm cháy
0,1,Nậm Pồ,105
1,2,Tủa Chùa,9
2,3,Điện Biên Đông,92
3,4,TX. Mường Lay,6
4,5,Mường Chà,75
5,6,Tuần Giáo,59
6,7,Điện Biên,154
7,8,Mường Nhé,57
8,9,Điện Biên Ph,1
9,10,Mường ảng,20
