,#,Tháng,Số điểm cháy
0,1,1,273
1,2,2,87
2,3,3,153
3,4,4,80
4,5,5,8
5,6,6,5
6,7,7,8
7,8,8,3
8,9,9,1
9,10,11,1
10,11,12,26
