,#,Tên huyện,Số điểm cháy
0,1,Cẩm Khê,3
1,2,Hạ Hòa,12
2,3,Tam Nông,1
3,4,Đoan Hùng,9
4,5,Thanh Sơn,45
5,6,Tân Sơn,36
6,7,Thanh Thủy,2
7,8,Yên Lập,34
8,9,Thanh Ba,1
