,#,Tháng,Số điểm cháy
0,1,1,4
1,2,2,79
2,3,3,128
3,4,4,149
4,5,5,3
5,6,6,42
6,7,7,6
7,8,8,15
8,9,9,8
9,10,10,10
10,11,11,27
11,12,12,124
