,#,Tháng,Số điểm cháy
0,1,1,2
1,2,2,18
2,3,3,41
3,4,4,70
4,5,5,25
5,6,6,16
6,7,7,14
7,8,8,13
8,9,9,18
9,10,10,22
10,11,11,7
