,#,Tên huyện,Số điểm cháy
0,1,Ngân Sơn,4
1,2,Chợ Mới,33
2,3,Pác Nặm,9
3,4,Ba Bể,16
4,5,Chợ Đồn,32
5,6,Na Rì,17
6,7,Bạch Thông,28
7,8,TX. Bắc Kạn,9
