,#,Tháng,Số điểm cháy
0,1,1,101
1,2,2,773
2,3,3,3671
3,4,4,4441
4,5,5,34
5,6,6,44
6,7,7,74
7,8,8,83
8,9,9,102
9,10,10,117
10,11,11,235
11,12,12,109
