,#,Tên huyện,Số điểm cháy
0,1,Tam Đường,1
1,2,Phong Thổ,14
2,3,Sìn Hồ,31
3,4,Than Uyên,31
4,5,Mường Tè,192
5,6,Lai Châu,2
6,7,Bắc Tân Uyên,29
7,8,Nậm Nhùn,72
