,#,Tên huyện,Số điểm cháy
0,1,Cẩm Khê,1
1,2,Hạ Hòa,7
2,3,Đoan Hùng,2
3,4,Thanh Sơn,32
4,5,Tân Sơn,17
5,6,Thanh Thủy,1
6,7,Yên Lập,3
