,#,Tháng,Số điểm cháy
0,1,1,23
1,2,2,4
2,3,3,29
3,4,4,55
4,5,5,80
5,6,6,13
6,7,8,1
7,8,9,3
8,9,10,1
9,10,11,5
10,11,12,17
