,#,Tên huyện,Số điểm cháy
0,1,Phan Rang-Tháp Chàm,19
1,2,Bắc Ái,1020
2,3,Thuận Nam,210
3,4,Thuận Bắc,106
4,5,Ninh Sơn,1100
5,6,Ninh Hải,35
6,7,Ninh Phước,85
