,#,Tên huyện,Số điểm cháy
0,1,Trà Bồng,23
1,2,Ba Tơ,107
2,3,Nghĩa Hành,11
3,4,Mộ Đức,17
4,5,Tây Trà,9
5,6,Sơn Tây,12
6,7,Sơn Tịnh,2
7,8,Bình Sơn,4
8,9,Đức Phổ,32
9,10,Tư Nghĩa,1
10,11,Sơn Hà,33
11,12,Minh Long,16
