,#,Tên huyện,Số điểm cháy
0,1,Hàm Tân,71
1,2,Bắc Bình,165
2,3,Tánh Linh,101
3,4,Hàm Thuận Bắc,60
4,5,Hàm Thuận Nam,112
5,6,Tuy Phong,66
6,7,TX. La Gi,11
