,#,Tháng,Số điểm cháy
0,1,1,14
1,2,2,15
2,3,3,13
3,4,4,14
4,5,5,11
5,6,6,1
6,7,7,2
7,8,8,9
8,9,9,12
9,10,10,7
10,11,11,11
