,#,Tên huyện,Số điểm cháy
0,1,Hồng Dân,289
1,2,Bạc Liêu,49
2,3,Phước Long,272
3,4,Vĩnh Lợi,580
4,5,Hòa Bình,119
5,6,Giá Rai,79
6,7,Đông Hải,72
