,#,Tên huyện,Số điểm cháy
0,1,Nậm Pồ,184
1,2,Tủa Chùa,29
2,3,TX. Mường Lay,10
3,4,Điện Biên Đông,117
4,5,Mường Chà,132
5,6,Tuần Giáo,93
6,7,Điện Biên,249
7,8,Mường Nhé,145
8,9,Điện Biên Ph,3
9,10,Mường ảng,34
