,#,Tên huyện,Số điểm cháy
0,1,Tam Đường,10
1,2,Phong Thổ,39
2,3,Sìn Hồ,110
3,4,Than Uyên,95
4,5,Mường Tè,535
5,6,Lai Châu,2
6,7,Bắc Tân Uyên,51
7,8,Nậm Nhùn,236
