,#,Tên huyện,Số điểm cháy
0,1,Văn Chấn,154
1,2,Lục Yên,89
2,3,Trạm Tấu,910
3,4,Yên Bái,18
4,5,Trấn Yên,91
5,6,Mù Cang Chải,451
6,7,TX. Nghĩa Lộ,3
7,8,Văn Yên,238
8,9,Yên Bình,235
