,#,Tên huyện,Số điểm cháy
0,1,Phù Cát,22
1,2,Tuy Phước,4
2,3,An Lão,16
3,4,TX. An Nhơn,5
4,5,Quy Nhơn,34
5,6,Phù Mỹ,13
6,7,Hoài  Ân,32
7,8,Vân Canh,80
8,9,Hoài Nhơn,19
9,10,Tây Sơn,7
10,11,Vĩnh Thạnh,16
