,#,Tên huyện,Số điểm cháy
0,1,Kim Thành,14
1,2,Thanh Miện,5
2,3,Hải Dương,18
3,4,Ninh Giang,3
4,5,Nam Sách,6
5,6,Gia Lộc,4
6,7,Cẩm Giàng,27
7,8,Bình Giang,27
8,9,Thanh Hà,3
9,10,TX. Chí Linh,56
10,11,Kinh Môn,685
11,12,Tứ Kỳ,5
