,#,Tên huyện,Số điểm cháy
0,1,Châu Thành,1139
1,2,Chợ Mới,220
2,3,Tịnh Biên,532
3,4,TX. Tân Châu,566
4,5,Tri Tôn,1432
5,6,An Phú,759
6,7,Châu Phú,1519
7,8,Long Xuyên,158
8,9,Châu Đốc,198
9,10,Phú Tân,1277
10,11,Thoại Sơn,1288
