,#,Tên huyện,Số điểm cháy
0,1,Nha Trang,1
1,2,Cam Lâm,7
2,3,Cam Ranh,2
3,4,TX. Ninh Hòa,21
4,5,Vạn Ninh,2
5,6,Khánh Sơn,13
6,7,Diên Khánh,2
7,8,Khánh Vĩnh,23
