,#,Tên huyện,Số điểm cháy
0,1,A Lưới,101
1,2,Phong Điền,78
2,3,Huế,1
3,4,TX. Hương Thủy,51
4,5,Hương Trà,64
5,6,Quảng Điền,5
6,7,Nam Đông,25
7,8,Phú Lộc,96
8,9,Phú Vang,11
