,#,Tên huyện,Số điểm cháy
0,1,Kim Thành,5
1,2,Thanh Miện,2
2,3,Hải Dương,4
3,4,Ninh Giang,8
4,5,Nam Sách,3
5,6,Gia Lộc,5
6,7,Cẩm Giàng,16
7,8,Bình Giang,21
8,9,Thanh Hà,5
9,10,TX. Chí Linh,17
10,11,Kinh Môn,401
11,12,Tứ Kỳ,4
