,#,Tên huyện,Số điểm cháy
0,1,Lương Sơn,32
1,2,Kỳ Sơn,13
2,3,Lạc Sơn,14
3,4,Mai Châu,58
4,5,Cao Phong,5
5,6,Yên Thủy,11
6,7,Kim Bôi,23
7,8,Tân Lạc,20
8,9,Lạc Thủy,10
9,10,Hòa Bình,7
10,11,Đà Bắc,53
