,#,Tháng,Số điểm cháy
0,1,1,34
1,2,2,639
2,3,3,1034
3,4,4,2869
4,5,5,315
5,6,6,75
6,7,7,36
7,8,8,63
8,9,9,92
9,10,10,104
10,11,11,83
11,12,12,49
