,#,Tháng,Số điểm cháy
0,1,1,30
1,2,2,307
2,3,3,1774
3,4,4,306
4,5,5,23
5,6,6,74
6,7,7,19
7,8,8,19
8,9,9,40
9,10,10,55
10,11,11,65
11,12,12,27
