,#,Tháng,Số điểm cháy
0,1,1,59
1,2,2,315
2,3,3,253
3,4,4,156
4,5,5,21
5,6,6,17
6,7,7,23
7,8,8,22
8,9,9,25
9,10,10,66
10,11,11,72
11,12,12,30
