,#,Tên huyện,Số điểm cháy
0,1,Văn Chấn,14
1,2,Lục Yên,3
2,3,Trạm Tấu,26
3,4,Trấn Yên,12
4,5,Mù Cang Chải,38
5,6,Văn Yên,22
6,7,Yên Bình,7
