,#,Tên huyện,Số điểm cháy
0,1,Hương Khê,3
1,2,Hương Sơn,6
2,3,Đức Thọ,1
3,4,Kỳ Anh,17
4,5,Cẩm Xuyên,1
5,6,TX. Kỳ Anh,1
