,#,Tên huyện,Số điểm cháy
0,1,Vị Xuyên,6
1,2,Bắc Mê,7
2,3,Bắc Quang,24
3,4,Yên Minh,5
4,5,Quang Bình,5
5,6,Hoàng Su Phì,3
