,#,Tháng,Số điểm cháy
0,1,1,7
1,2,2,38
2,3,3,59
3,4,4,129
4,5,5,120
5,6,6,24
6,7,7,26
7,8,8,30
8,9,9,19
9,10,10,17
10,11,11,5
