,#,Tháng,Số điểm cháy
0,1,1,75
1,2,2,2135
2,3,3,3868
3,4,4,1338
4,5,5,57
5,6,6,36
6,7,7,76
7,8,8,59
8,9,9,74
9,10,10,108
10,11,11,129
11,12,12,81
