,#,Tháng,Số điểm cháy
0,1,1,15
1,2,2,325
2,3,3,781
3,4,4,830
4,5,5,133
5,6,6,11
6,7,7,1
7,8,8,2
8,9,9,49
9,10,10,210
10,11,11,376
11,12,12,248
