,#,Tên huyện,Số điểm cháy
0,1,Phù Cát,12
1,2,Tuy Phước,1
2,3,An Lão,10
3,4,TX. An Nhơn,5
4,5,Quy Nhơn,13
5,6,Phù Mỹ,10
6,7,Hoài  Ân,50
7,8,Vân Canh,61
8,9,Hoài Nhơn,8
9,10,Tây Sơn,4
10,11,Vĩnh Thạnh,13
