,#,Tên huyện,Số điểm cháy
0,1,Nậm Pồ,454
1,2,Tủa Chùa,19
2,3,Điện Biên Đông,913
3,4,TX. Mường Lay,9
4,5,Mường Chà,260
5,6,Tuần Giáo,237
6,7,Điện Biên,1300
7,8,Mường Nhé,373
8,9,Điện Biên Ph,3
9,10,Mường ảng,125
