,#,Tên huyện,Số điểm cháy
0,1,Đông Triều,2
1,2,Đầm Hà,1
2,3,Hạ Long,1
3,4,Ba Chẽ,82
4,5,Hải Hà,4
5,6,Cẩm Phả,31
6,7,Uông Bí,1
7,8,Bình Liêu,5
8,9,Vân Đồn,11
9,10,Móng Cái,2
10,11,Tiên Yên,22
11,12,Hoành Bồ,32
