,#,Tên huyện,Số điểm cháy
0,1,TX. Hồng Lĩnh,1
1,2,Hương Khê,21
2,3,Lộc Hà,1
3,4,Thạch Hà,4
4,5,Hà Tĩnh,2
5,6,Hương Sơn,18
6,7,Đức Thọ,3
7,8,Can Lộc,1
8,9,Kỳ Anh,149
9,10,Vũ Quang,7
10,11,Cẩm Xuyên,12
11,12,TX. Kỳ Anh,107
