,#,Tên huyện,Số điểm cháy
0,1,Quỳ Châu,88
1,2,Tương Dương,183
2,3,Nghĩa Đàn,36
3,4,Tân Kỳ,41
4,5,Đô Lương,24
5,6,Quế Phong,54
6,7,Kỳ Sơn,812
7,8,TX. Hoàng Mai,10
8,9,TX. Thái Hòa,4
9,10,Anh Sơn,27
10,11,Quỳnh Lưu,21
11,12,Con Cuông,40
12,13,Quỳ Hợp,61
13,14,Diễn Châu,1
14,15,Thanh Chương,43
15,16,Yên Thành,30
