,#,Tháng,Số điểm cháy
0,1,1,133
1,2,2,494
2,3,3,788
3,4,4,499
4,5,5,41
5,6,6,15
6,7,7,39
7,8,8,37
8,9,9,44
9,10,10,70
10,11,11,6
11,12,12,27
