,#,Tên huyện,Số điểm cháy
0,1,Thăng Bình,27
1,2,Nam Giang,250
2,3,Bắc Trà My,420
3,4,Đông Giang,239
4,5,Nông Sơn,72
5,6,Tam Kỳ,11
6,7,Đại Lộc,114
7,8,Tiên Phước,301
8,9,Hội An,4
9,10,Điện Bàn,2
10,11,Nam Trà My,217
11,12,Duy Xuyên,24
12,13,Tây Giang,111
13,14,Quế Sơn,40
14,15,Núi Thành,202
15,16,Phước Sơn,220
16,17,Hiệp Đức,182
17,18,Phú Ninh,40
