,#,Tên huyện,Số điểm cháy
0,1,Quỳ Châu,58
1,2,Tương Dương,176
2,3,Nghĩa Đàn,4
3,4,Tân Kỳ,10
4,5,Đô Lương,1
5,6,Quế Phong,104
6,7,Kỳ Sơn,233
7,8,Anh Sơn,11
8,9,Quỳnh Lưu,3
9,10,Nam Đàn,5
10,11,Con Cuông,24
11,12,Quỳ Hợp,77
12,13,Thanh Chương,29
13,14,Yên Thành,15
