,#,Tháng,Số điểm cháy
0,1,1,131
1,2,2,2610
2,3,3,12371
3,4,4,2471
4,5,5,148
5,6,6,11
6,7,7,36
7,8,8,92
8,9,9,31
9,10,10,46
10,11,11,18
11,12,12,16
