,#,Tháng,Số điểm cháy
0,1,1,15
1,2,2,46
2,3,3,238
3,4,4,226
4,5,5,247
5,6,6,34
6,7,7,18
7,8,8,24
8,9,9,18
9,10,10,9
10,11,11,2
