,#,Tháng,Số điểm cháy
0,1,1,11
1,2,2,11
2,3,3,23
3,4,4,85
4,5,5,79
5,6,6,14
6,7,7,7
7,8,8,3
8,9,9,3
9,10,10,10
10,11,11,2
11,12,12,3
