,#,Tháng,Số điểm cháy
0,1,1,22
1,2,2,891
2,3,3,235
3,4,4,1399
4,5,5,72
5,6,6,9
6,7,7,4
7,8,8,2
8,9,9,20
9,10,10,20
10,11,11,81
11,12,12,31
