,#,Tên huyện,Số điểm cháy
0,1,Nha Trang,2
1,2,Cam Lâm,5
2,3,TX. Ninh Hòa,22
3,4,Khánh Sơn,11
4,5,Diên Khánh,2
5,6,Khánh Vĩnh,17
