,#,Tên huyện,Số điểm cháy
0,1,Tuy Đức,21
1,2,Cư Jút,25
2,3,Đắk Mil,4
3,4,Đắk Song,40
4,5,Đắk RLấp,1
5,6,Đắk Glong,260
6,7,TX. Gia Nghĩa,2
7,8,KRông Nô,38
