,#,Tên huyện,Số điểm cháy
0,1,Lương Sơn,7
1,2,Kỳ Sơn,12
2,3,Lạc Sơn,46
3,4,Mai Châu,9
4,5,Cao Phong,2
5,6,Yên Thủy,66
6,7,Kim Bôi,27
7,8,Lạc Thủy,26
8,9,Tân Lạc,9
9,10,Hòa Bình,2
10,11,Đà Bắc,123
