,#,Tháng,Số điểm cháy
0,1,1,36
1,2,2,90
2,3,3,56
3,4,4,26
4,5,5,15
5,6,6,1
6,7,7,3
7,8,8,4
8,9,10,7
9,10,11,11
10,11,12,30
