,#,Tên huyện,Số điểm cháy
0,1,Kim Bảng,92
1,2,Bình Lục,4
2,3,Thanh Liêm,132
3,4,Duy Tiên,24
4,5,Phủ Lý,15
5,6,Lý Nhân,3
