,#,Tên huyện,Số điểm cháy
0,1,Q. Dương Kinh,37
1,2,Tiên Lãng,2
2,3,Cát Hải,6
3,4,Q. Hồng Bàng,1
4,5,Q. Kiến An,1
5,6,Q. Ngô Quyền,2
6,7,Thủy Nguyên,298
7,8,Kiến Thụy,28
8,9,An Lão,2
9,10,Vĩnh Bảo,7
10,11,An Dương,15
11,12,Q. Hải An,4
12,13,Q. Đồ Sơn,2
