,#,Tên huyện,Số điểm cháy
0,1,Trà Bồng,6
1,2,Ba Tơ,40
2,3,Nghĩa Hành,11
3,4,Mộ Đức,2
4,5,Tây Trà,12
5,6,Sơn Tây,3
6,7,Bình Sơn,2
7,8,Đức Phổ,8
8,9,Tư Nghĩa,1
9,10,Sơn Hà,30
10,11,Minh Long,14
