,#,Tên huyện,Số điểm cháy
0,1,Vị Xuyên,10
1,2,Bắc Mê,7
2,3,Bắc Quang,12
3,4,Yên Minh,3
4,5,Quang Bình,5
5,6,Xín Mần,6
