,#,Tháng,Số điểm cháy
0,1,1,2
1,2,2,55
2,3,3,3
3,4,4,39
4,5,5,16
5,6,6,11
6,7,7,4
7,8,9,5
8,9,10,3
9,10,11,6
10,11,12,26
