,#,Tên huyện,Số điểm cháy
0,1,Đức Cơ,344
1,2,Ia Grai,457
2,3,Chư Prông,1785
3,4,Krông Pa,189
4,5,Đăk Đoa,224
5,6,Kông Chro,353
6,7,Chư Păh,238
7,8,Plei Ku,25
8,9,TX. An Khê,28
9,10,Mang Yang,836
10,11,Đak Pơ,81
11,12,Ia Pa,182
12,13,Chư Sê,161
13,14,TX. AYun Pa,95
14,15,KBang,130
15,16,Chư Pưh,909
16,17,Phú Thiện,347
