,#,Tên huyện,Số điểm cháy
0,1,Cẩm Khê,1
1,2,Hạ Hòa,3
2,3,Tam Nông,1
3,4,Phù Ninh,1
4,5,Đoan Hùng,2
5,6,Thanh Sơn,12
6,7,Tân Sơn,18
7,8,Thanh Thủy,1
8,9,Yên Lập,6
