,#,Tên huyện,Số điểm cháy
0,1,Đức Cơ,3032
1,2,Ia Grai,2939
2,3,Chư Prông,4773
3,4,Krông Pa,3424
4,5,Đăk Đoa,1817
5,6,Kông Chro,6481
6,7,Chư Păh,3226
7,8,Plei Ku,163
8,9,TX. An Khê,200
9,10,Mang Yang,2645
10,11,Đak Pơ,844
11,12,Ia Pa,2351
12,13,Chư Sê,798
13,14,TX. AYun Pa,1920
14,15,KBang,2020
15,16,Chư Pưh,2508
16,17,Phú Thiện,2288
