,#,Tên huyện,Số điểm cháy
0,1,Bù Gia Mập,186
1,2,TX. Phước Long,89
2,3,Hớn Quản,589
3,4,Chơn Thành,296
4,5,Lộc Ninh,938
5,6,Phú Riềng,315
6,7,TX. Bình Long,67
7,8,Bù Đăng,490
8,9,Bù Đốp,190
9,10,TX. Đồng Xoài,70
10,11,Đồng Phú,422
