,#,Tên huyện,Số điểm cháy
0,1,Bá Thước,2
1,2,Lang Chánh,4
2,3,Thạch Thành,4
3,4,Cẩm Thủy,3
4,5,Như Xuân,25
5,6,Quan Sơn,10
6,7,Quan Hóa,42
7,8,Tĩnh Gia,4
8,9,Thường Xuân,17
9,10,Như Thanh,19
10,11,Mường Lát,80
11,12,Ngọc Lặc,3
