,#,Tên huyện,Số điểm cháy
0,1,Phan Rang-Tháp Chàm,9
1,2,Bắc Ái,123
2,3,Thuận Nam,36
3,4,Thuận Bắc,27
4,5,Ninh Sơn,63
5,6,Ninh Hải,12
6,7,Ninh Phước,13
