,#,Tên huyện,Số điểm cháy
0,1,Phổ Yên,39
1,2,Phú Lương,19
2,3,Thái Nguyên,34
3,4,Sông Công,7
4,5,Võ Nhai,120
5,6,Đại Từ,22
6,7,Định Hóa,62
7,8,Đồng Hỷ,42
8,9,Phú Bình,12
